age,id,workclass,education,marital-status,occupation,relationship,race,sex,native-country,target
34,tr8726, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
18,tr8727, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
27,tr8728, Private, 11th, Never-married, Exec-managerial, Unmarried, White, Female, United-States, <=50K
20,tr8729, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, Nicaragua, <=50K
36,tr8730, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
31,tr8731, ?, Bachelors, Never-married, ?, Not-in-family, White, Male, United-States, <=50K
32,tr8732, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
54,tr8733, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
34,tr8734, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
46,tr8735, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
33,tr8736, Private, 11th, Separated, Machine-op-inspct, Other-relative, White, Male, United-States, <=50K
32,tr8737, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
42,tr8738, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
30,tr8739, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
37,tr8740, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States, >50K
28,tr8741, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
25,tr8742, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
44,tr8743, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States, >50K
40,tr8744, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
21,tr8745, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male, United-States, <=50K
39,tr8746, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
24,tr8747, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
46,tr8748, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male, United-States, <=50K
47,tr8749, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
47,tr8750, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
35,tr8751, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
60,tr8752, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
35,tr8753, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female, Poland, <=50K
33,tr8754, Private, HS-grad, Separated, Other-service, Unmarried, White, Female, China, <=50K
21,tr8755, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
37,tr8756, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
48,tr8757, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States, >50K
58,tr8758, Private, 7th-8th, Widowed, Farming-fishing, Other-relative, White, Female, Guatemala, <=50K
21,tr8759, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female, United-States, <=50K
22,tr8760, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
22,tr8761, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female, United-States, <=50K
28,tr8762, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
33,tr8763, ?, Assoc-voc, Married-civ-spouse, ?, Own-child, White, Female, United-States, >50K
23,tr8764, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
58,tr8765, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States, >50K
24,tr8766, ?, Bachelors, Never-married, ?, Own-child, White, Male, United-States, <=50K
38,tr8767, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, Philippines, <=50K
49,tr8768, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, Mexico, <=50K
47,tr8769, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
50,tr8770, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
21,tr8771, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female, United-States, <=50K
55,tr8772, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
47,tr8773, Private, 11th, Divorced, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K
47,tr8774, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Male, United-States, <=50K
36,tr8775, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
28,tr8776, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male, England, <=50K
42,tr8777, Private, HS-grad, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female, United-States, <=50K
41,tr8778, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, >50K
46,tr8779, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
32,tr8780, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
34,tr8781, Private, 10th, Never-married, Other-service, Unmarried, Black, Female, United-States, <=50K
33,tr8782, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
60,tr8783, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
53,tr8784, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
24,tr8785, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
39,tr8786, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
23,tr8787, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
50,tr8788, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, ?, >50K
36,tr8789, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
19,tr8790, Private, 12th, Separated, Prof-specialty, Own-child, White, Female, United-States, <=50K
26,tr8791, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
38,tr8792, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male, United-States, >50K
22,tr8793, Private, Some-college, Never-married, Sales, Other-relative, White, Female, United-States, <=50K
38,tr8794, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Female, United-States, >50K
72,tr8795, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
39,tr8796, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
35,tr8797, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
38,tr8798, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
19,tr8799, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, <=50K
26,tr8800, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
52,tr8801, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male, United-States, <=50K
41,tr8802, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Other, Male, Nicaragua, <=50K
45,tr8803, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
58,tr8804, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
34,tr8805, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
36,tr8806, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
19,tr8807, Without-pay, HS-grad, Never-married, Farming-fishing, Own-child, White, Male, United-States, <=50K
26,tr8808, State-gov, 11th, Divorced, Other-service, Unmarried, White, Female, United-States, <=50K
60,tr8809, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
35,tr8810, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
39,tr8811, Private, 10th, Divorced, Other-service, Not-in-family, White, Female, United-States, <=50K
27,tr8812, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Female, Japan, <=50K
26,tr8813, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
17,tr8814, Private, 12th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
59,tr8815, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, England, >50K
53,tr8816, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
35,tr8817, Private, 11th, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
34,tr8818, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
36,tr8819, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
36,tr8820, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
21,tr8821, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
29,tr8822, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
35,tr8823, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
59,tr8824, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
22,tr8825, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
50,tr8826, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
24,tr8827, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female, United-States, <=50K
36,tr8828, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
31,tr8829, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States, >50K
42,tr8830, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, El-Salvador, <=50K
38,tr8831, Private, 7th-8th, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
52,tr8832, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
46,tr8833, Private, 10th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
23,tr8834, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
54,tr8835, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
27,tr8836, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
33,tr8837, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
19,tr8838, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
59,tr8839, Private, 11th, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
54,tr8840, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female, United-States, <=50K
48,tr8841, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
19,tr8842, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States, <=50K
45,tr8843, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
36,tr8844, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
35,tr8845, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
47,tr8846, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
33,tr8847, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
48,tr8848, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
42,tr8849, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female, United-States, <=50K
19,tr8850, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
64,tr8851, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
51,tr8852, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
20,tr8853, Federal-gov, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male, United-States, <=50K
28,tr8854, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, Puerto-Rico, <=50K
52,tr8855, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, Greece, >50K
29,tr8856, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
51,tr8857, Private, Bachelors, Separated, Sales, Not-in-family, White, Male, United-States, <=50K
36,tr8858, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
43,tr8859, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
52,tr8860, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
50,tr8861, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, >50K
25,tr8862, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
36,tr8863, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female, Jamaica, <=50K
47,tr8864, Private, 10th, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male, United-States, <=50K
32,tr8865, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male, United-States, <=50K
37,tr8866, Private, Masters, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male, South, <=50K
40,tr8867, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
34,tr8868, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
35,tr8869, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
26,tr8870, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male, El-Salvador, <=50K
