workclass,id,education,marital-status,occupation,relationship,race,sex,native-country,target
 State-gov,tr6450, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private,tr6451, Some-college, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
 ?,tr6452, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 State-gov,tr6453, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female, United-States, <=50K
 Federal-gov,tr6454, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private,tr6455, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc,tr6456, 10th, Widowed, Sales, Unmarried, White, Female, Canada, <=50K
 Self-emp-not-inc,tr6457, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr6458, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr6459, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr6460, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Private,tr6461, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States, <=50K
 Private,tr6462, Some-college, Divorced, Exec-managerial, Other-relative, Black, Female, United-States, <=50K
 Private,tr6463, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr6464, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr6465, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States, <=50K
 Private,tr6466, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private,tr6467, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private,tr6468, HS-grad, Separated, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Local-gov,tr6469, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, >50K
 Private,tr6470, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr6471, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
 State-gov,tr6472, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private,tr6473, 10th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private,tr6474, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc,tr6475, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Private,tr6476, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr6477, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Private,tr6478, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr6479, 11th, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private,tr6480, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private,tr6481, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 Private,tr6482, 9th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private,tr6483, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr6484, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Private,tr6485, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr6486, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 ?,tr6487, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
 Local-gov,tr6488, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Private,tr6489, Some-college, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private,tr6490, Some-college, Separated, Adm-clerical, Other-relative, White, Female, United-States, <=50K
 Private,tr6491, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
 Private,tr6492, HS-grad, Never-married, Other-service, Unmarried, White, Male, United-States, <=50K
 Self-emp-not-inc,tr6493, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr6494, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr6495, Bachelors, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
 Federal-gov,tr6496, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, ?, >50K
 Private,tr6497, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc,tr6498, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Private,tr6499, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, <=50K
 Private,tr6500, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr6501, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr6502, HS-grad, Divorced, Transport-moving, Own-child, White, Male, United-States, <=50K
 Private,tr6503, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male, Mexico, <=50K
 Private,tr6504, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, Laos, <=50K
 Private,tr6505, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr6506, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 Private,tr6507, 11th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private,tr6508, Bachelors, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc,tr6509, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr6510, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 ?,tr6511, HS-grad, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Local-gov,tr6512, Assoc-acdm, Separated, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K
 ?,tr6513, Assoc-voc, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
 Private,tr6514, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private,tr6515, Preschool, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private,tr6516, Some-college, Divorced, Sales, Own-child, White, Female, Iran, <=50K
 Private,tr6517, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
 Private,tr6518, 7th-8th, Divorced, Handlers-cleaners, Other-relative, Black, Male, United-States, <=50K
 Private,tr6519, HS-grad, Married-spouse-absent, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr6520, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr6521, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States, >50K
 Private,tr6522, Masters, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K
 Private,tr6523, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr6524, 12th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private,tr6525, 10th, Never-married, Other-service, Own-child, White, Male, Canada, <=50K
 Private,tr6526, Bachelors, Separated, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Local-gov,tr6527, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 ?,tr6528, HS-grad, Never-married, ?, Own-child, White, Male, Portugal, <=50K
 Private,tr6529, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Female, Columbia, <=50K
 Federal-gov,tr6530, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 State-gov,tr6531, Some-college, Separated, Protective-serv, Unmarried, White, Male, United-States, <=50K
 Private,tr6532, HS-grad, Separated, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr6533, 11th, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Private,tr6534, Assoc-voc, Married-spouse-absent, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Private,tr6535, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr6536, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male, United-States, <=50K
 Private,tr6537, Bachelors, Never-married, Sales, Own-child, White, Male, United-States, <=50K
 Private,tr6538, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States, <=50K
 Private,tr6539, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr6540, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr6541, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Self-emp-not-inc,tr6542, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States, <=50K
 Private,tr6543, 12th, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
 Private,tr6544, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, <=50K
 Private,tr6545, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 ?,tr6546, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 Private,tr6547, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Self-emp-not-inc,tr6548, 10th, Married-spouse-absent, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private,tr6549, 11th, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private,tr6550, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr6551, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female, United-States, <=50K
 State-gov,tr6552, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr6553, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
 Private,tr6554, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr6555, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Local-gov,tr6556, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr6557, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc,tr6558, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private,tr6559, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr6560, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Private,tr6561, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Local-gov,tr6562, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 ?,tr6563, 9th, Divorced, ?, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc,tr6564, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr6565, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female, Cuba, <=50K
 Private,tr6566, Bachelors, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private,tr6567, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female, Philippines, <=50K
 Private,tr6568, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 State-gov,tr6569, Assoc-acdm, Married-spouse-absent, Other-service, Unmarried, White, Female, United-States, <=50K
 Private,tr6570, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female, South, <=50K
 Private,tr6571, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male, United-States, <=50K
 Private,tr6572, Some-college, Married-civ-spouse, Tech-support, Wife, Black, Female, United-States, <=50K
 Private,tr6573, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private,tr6574, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, >50K
 Private,tr6575, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
 Private,tr6576, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc,tr6577, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male, Greece, <=50K
 Private,tr6578, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male, United-States, <=50K
 Local-gov,tr6579, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private,tr6580, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Local-gov,tr6581, Some-college, Separated, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr6582, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private,tr6583, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 ?,tr6584, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
 Private,tr6585, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private,tr6586, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private,tr6587, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private,tr6588, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 Private,tr6589, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Federal-gov,tr6590, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, England, >50K
 Self-emp-inc,tr6591, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr6592, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Private,tr6593, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico, <=50K
 Private,tr6594, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Self-emp-inc,tr6595, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 ?,tr6596, Some-college, Divorced, ?, Not-in-family, White, Female, United-States, >50K
